timestamp,date_GMT,team_name,a_team,ppg,Opp_PPG,PPG_Dif,goal_count,a_goal_count,corner_count,shots,shots_on_target,Opp_Shot_On_Target,SoT_Comp_Ratio,SoT_Diff,Goal_Sot,possession,xg,Op_Xg,xg_diff,odds_win,odds_draw,Win,prediction_label
1700423100,Nov 19 2023 - 7:45pm,Scotland,Norway,2.13,1.38,0.75,3,3,6,6,3,8,0.375,-5,1,52,0.96,1.52,-0.56,2,3.2,0,1
1700423100,Nov 19 2023 - 7:45pm,Portugal,Iceland,3,1.08,1.92,2,0,14,20,12,5,2.4,7,0.166666667,70,2.84,1.06,1.78,1.18,6,1,1
1700423100,Nov 19 2023 - 7:45pm,Bosnia-Herzegovina,Slovakia,0.82,2.2,-1.38,1,2,1,5,3,4,0.75,-1,0.333333333,45,0.72,1.17,-0.45,2.45,3.1,0,0
1700423100,Nov 19 2023 - 7:45pm,Liechtenstein,Luxembourg,0,1.55,-1.55,0,1,4,4,2,5,0.4,-3,0,40,0.65,1.13,-0.48,8.5,4.75,0,0
1700509500,Nov 20 2023 - 7:45pm,FYR Macedonia,England,1,2.5,-1.5,1,1,1,5,4,4,1,0,0.25,25,0.7,1.51,-0.81,13.35,6.45,0,0
1700509500,Nov 20 2023 - 7:45pm,Ukraine,Italy,2,1.75,0.25,0,0,4,7,5,3,1.666666667,2,0,42,1.1,1.35,-0.25,3.78,3.31,0,1
1700509500,Nov 20 2023 - 7:45pm,Czech Republic,Moldova,1.88,1.25,0.63,3,0,4,16,8,4,2,4,0.375,52,1.98,1.18,0.8,1.22,4.95,1,1
1700509500,Nov 20 2023 - 7:45pm,Albania,Faroe Islands,1.88,0.25,1.63,0,0,2,7,5,0,5,5,0,64,1.03,0.85,0.18,1.18,5.79,0,1
1700509500,Nov 20 2023 - 7:45pm,Northern Ireland,Denmark,0.9,2.2,-1.3,2,0,2,6,3,4,0.75,-1,0.666666667,20,0.72,1.6,-0.88,4.64,3.76,1,0
1700509500,Nov 20 2023 - 7:45pm,Slovenia,Kazakhstan,2.2,1.64,0.56,2,1,4,10,7,4,1.75,3,0.285714286,60,1.57,1.01,0.56,1.54,3.79,1,1
1700509500,Nov 20 2023 - 7:45pm,San Marino,Finland,0,1.64,-1.64,1,2,2,3,2,6,0.333333333,-4,0.5,25,0.45,1.56,-1.11,33.33,9.63,0,0
1700595900,Nov 21 2023 - 7:45pm,Greece,France,1.7,2.75,-1.05,2,2,2,6,3,8,0.375,-5,0.666666667,34,0.76,2.14,-1.38,4.25,3.32,0,0
1700595900,Nov 21 2023 - 7:45pm,Gibraltar,Netherlands,0,2.25,-2.25,0,6,0,0,0,10,0,-10,0,20,0.05,2.54,-2.49,51,21,0,0
1700595900,Nov 21 2023 - 7:45pm,Croatia,Armenia,2,1,1,1,0,11,19,12,3,4,9,0.083333333,69,2.76,0.52,2.24,1.15,6.16,1,1
1700595900,Nov 21 2023 - 7:45pm,Wales,Turkey,1.6,2.13,-0.53,1,1,7,8,5,3,1.666666667,2,0.2,40,1.14,1.01,0.13,2.55,3.25,0,1
1700595900,Nov 21 2023 - 7:45pm,Romania,Switzerland,2.2,1.7,0.5,1,0,1,8,5,5,1,0,0.2,36,1.04,1.38,-0.34,3.41,3.34,1,1
1700595900,Nov 21 2023 - 7:45pm,Andorra,Israel,0.2,1.36,-1.16,0,2,1,6,3,9,0.333333333,-6,0,16,0.76,2.04,-1.28,9.32,5.26,0,0
1700595900,Nov 21 2023 - 7:45pm,Kosovo,Belarus,1.1,1.2,-0.1,0,1,8,12,5,2,2.5,3,0,63,1.53,0.76,0.77,1.46,4.06,0,0
1711040400,Mar 21 2024 - 5:00pm,Georgia,Luxembourg,1.2,1.55,-0.35,2,0,2,11,5,3,1.666666667,2,0.4,56,1.35,0.67,0.68,1.8,3.4,1,0
1711050300,Mar 21 2024 - 7:45pm,Greece,Kazakhstan,1.7,1.64,0.06,5,0,8,18,11,3,3.666666667,8,0.454545455,64,2.13,0.98,1.15,1.33,5,1,1
1711050300,Mar 21 2024 - 7:45pm,Poland,Estonia,1.5,0.11,1.39,5,1,17,19,11,2,5.5,9,0.454545455,85,2.72,0.32,2.4,1.17,8,1,1
1711050300,Mar 21 2024 - 7:45pm,Wales,Finland,1.6,1.64,-0.04,4,1,2,16,11,3,3.666666667,8,0.363636364,41,1.98,0.87,1.11,1.85,3.4,1,1
1711050300,Mar 21 2024 - 7:45pm,Israel,Iceland,1.36,1.08,0.28,1,4,5,8,5,10,0.5,-5,0.2,56,1.22,1.73,-0.51,2.3,3.3,0,0
1711050300,Mar 21 2024 - 7:45pm,Bosnia-Herzegovina,Ukraine,0.82,2,-1.18,1,2,2,8,3,5,0.6,-2,0.333333333,34,1.01,1.34,-0.33,3.8,3.6,0,0
1711472400,Mar 26 2024 - 5:00pm,Georgia,Greece,1.2,1.7,-0.5,0,0,3,10,4,6,0.666666667,-2,0,38,0,0,0,3.36,3.15,0,0
1711482300,Mar 26 2024 - 7:45pm,Wales,Poland,1.6,1.5,0.1,0,0,3,6,4,0,4,4,0,45,0,0,0,2.54,3.28,0,1
1711482300,Mar 26 2024 - 7:45pm,Ukraine,Iceland,2,1.08,0.92,2,1,7,12,4,3,1.333333333,1,0.5,63,0,0,0,1.48,4.25,1,1
1679583600,Mar 23 2023 - 3:00pm,Slovenia,Kazakhstan,2.2,1.64,0.56,2,1,4,11,7,3,2.333333333,4,0.285714286,60,1.6,0.77,0.83,1.9,0,1,1
1679600700,Mar 23 2023 - 7:45pm,England,Italy,2.5,1.75,0.75,2,1,3,7,5,2,2.5,3,0.4,42,0.95,1.15,-0.2,2.55,0,1,1
1679600700,Mar 23 2023 - 7:45pm,Malta,FYR Macedonia,0,1,-1,1,2,2,5,3,5,0.6,-2,0.333333333,40,0.7,1.79,-1.09,9.7,0,0,0
1679600700,Mar 23 2023 - 7:45pm,Finland,Denmark,1.64,2.2,-0.56,1,3,2,7,3,11,0.272727273,-8,0.333333333,43,0.9,2.14,-1.24,12.5,4.65,0,0
1679600700,Mar 23 2023 - 7:45pm,Northern Ireland,San Marino,0.9,0,0.9,2,0,9,9,5,2,2.5,3,0.4,75,1.57,0.73,0.84,1.05,12.5,1,0
1679600700,Mar 23 2023 - 7:45pm,Liechtenstein,Portugal,0,3,-3,0,4,0,3,2,12,0.166666667,-10,0,20,0.37,3.45,-3.08,100,60,0,0
1679600700,Mar 23 2023 - 7:45pm,Luxembourg,Slovakia,1.55,2.2,-0.65,0,0,2,7,3,4,0.75,-1,0,47,0.89,1.46,-0.57,6.3,0,1,0
1679600700,Mar 23 2023 - 7:45pm,Iceland,Bosnia-Herzegovina,1.08,0.82,0.26,0,3,7,7,4,8,0.5,-4,0,63,1.11,1.41,-0.3,4.45,0,0,0
1679677200,Mar 24 2023 - 5:00pm,Montenegro,Bulgaria,1.38,0.5,0.88,1,0,5,11,7,4,1.75,3,0.142857143,36,1.55,0.99,0.56,2.55,3.2,1,1
1679687100,Mar 24 2023 - 7:45pm,Netherlands,France,2.25,2.75,-0.5,0,4,5,9,6,9,0.666666667,-3,0,59,1.33,1.69,-0.36,4.25,0,0,1
1679687100,Mar 24 2023 - 7:45pm,Greece,Gibraltar,1.7,0,1.7,3,0,12,20,8,2,4,6,0.375,73,2.78,0.35,2.43,1.08,10,1,1
1679687100,Mar 24 2023 - 7:45pm,Poland,Czech Republic,1.5,1.88,-0.38,1,3,4,9,5,7,0.714285714,-2,0.2,64,1.18,1.36,-0.18,3.15,3.3,0,1
1679687100,Mar 24 2023 - 7:45pm,Faroe Islands,Moldova,0.25,1.25,-1,1,1,2,5,3,4,0.75,-1,0.333333333,40,0.8,1.12,-0.32,3.05,3,1,0
1679687100,Mar 24 2023 - 7:45pm,Belgium,Sweden,2.5,1.25,1.25,3,0,9,9,6,5,1.2,1,0.5,56,1.21,1.1,0.11,2.2,0,1,1
1679687100,Mar 24 2023 - 7:45pm,Azerbaijan,Austria,0.88,2.38,-1.5,1,4,5,5,4,13,0.307692308,-9,0.25,48,0.77,2.91,-2.14,12,6,0,0
1679687100,Mar 24 2023 - 7:45pm,Lithuania,Serbia,0.75,1.75,-1,0,2,3,7,4,5,0.8,-1,0,42,0.83,1.4,-0.57,32,10,0,0
1679752800,Mar 25 2023 - 2:00pm,Cyprus,Scotland,0,2.13,-2.13,0,3,0,6,3,7,0.428571429,-4,0,39,0.69,1.55,-0.86,0,5.85,0,0
1679763600,Mar 25 2023 - 5:00pm,Turkey,Armenia,2.13,1,1.13,2,1,1,9,5,5,1,0,0.4,59,1.3,1.21,0.09,0,4.5,1,1
1679763600,Mar 25 2023 - 5:00pm,Switzerland,Belarus,1.7,1.2,0.5,5,0,2,13,7,2,3.5,5,0.714285714,71,1.78,0.81,0.97,1.22,6.4,1,1
1679763600,Mar 25 2023 - 5:00pm,Kosovo,Israel,1.1,1.36,-0.26,1,1,2,7,4,4,1,0,0.25,46,0.93,1.62,-0.69,0,3.4,1,0
1679773500,Mar 25 2023 - 7:45pm,Norway,Spain,1.38,2.63,-1.25,0,3,6,6,3,8,0.375,-5,0,37,0.87,1.72,-0.85,0,4.7,0,0
1679773500,Mar 25 2023 - 7:45pm,Wales,Croatia,1.6,2,-0.4,1,1,1,5,2,9,0.222222222,-7,0.5,33,0.66,2.08,-1.42,5.5,0,1,0
1679773500,Mar 25 2023 - 7:45pm,Romania,Andorra,2.2,0.2,2,2,0,6,9,5,2,2.5,3,0.4,71,1.3,0.53,0.77,1.2,6,1,1
1679835600,Mar 26 2023 - 1:00pm,Denmark,Kazakhstan,2.2,1.64,0.56,2,3,1,14,8,9,0.888888889,-1,0.25,61,1.74,1.78,-0.04,1.24,5.19,0,1
1679846400,Mar 26 2023 - 4:00pm,Ukraine,England,2,2.5,-0.5,0,2,1,2,0,9,0,-9,0,42,0.27,2.02,-1.75,8.26,4.73,0,0
1679846400,Mar 26 2023 - 4:00pm,San Marino,Slovenia,0,2.2,-2.2,0,2,0,2,0,6,0,-6,0,24,0.23,2.23,-2,38.88,10.74,0,0
1679846400,Mar 26 2023 - 4:00pm,Iceland,Liechtenstein,1.08,0,1.08,7,0,9,25,16,2,8,14,0.4375,78,3.4,0.31,3.09,1.12,6.45,1,1
1679856300,Mar 26 2023 - 6:45pm,Italy,Malta,1.75,0,1.75,2,0,8,16,7,3,2.333333333,4,0.285714286,69,1.92,0.7,1.22,1.09,7.34,1,1
1679856300,Mar 26 2023 - 6:45pm,Finland,Northern Ireland,1.64,0.9,0.74,1,0,2,6,3,2,1.5,1,0.333333333,57,0.9,1.16,-0.26,2.54,3.11,1,0
1679856300,Mar 26 2023 - 6:45pm,Bosnia-Herzegovina,Slovakia,0.82,2.2,-1.38,0,2,3,5,2,5,0.4,-3,0,54,0.73,1.41,-0.68,2.93,3.08,0,0
1679856300,Mar 26 2023 - 6:45pm,Portugal,Luxembourg,3,1.55,1.45,6,0,2,12,9,2,4.5,7,0.666666667,62,1.78,0.54,1.24,1.12,6.79,1,1
1679942700,Mar 27 2023 - 6:45pm,Gibraltar,Netherlands,0,2.25,-2.25,0,3,0,0,0,13,0,-13,0,19,0.03,4.57,-4.54,34,17,0,0
1679942700,Mar 27 2023 - 6:45pm,France,Republic of Ireland,2.75,0.75,2,1,0,2,9,6,3,2,3,0.166666667,59,1.44,0.88,0.56,0,4.1,1,1
1679942700,Mar 27 2023 - 6:45pm,Albania,Poland,1.88,1.5,0.38,0,1,3,8,4,6,0.666666667,-2,0,47,1.03,1.46,-0.43,8,4,0,0
1679942700,Mar 27 2023 - 6:45pm,Czech Republic,Moldova,1.88,1.25,0.63,0,0,5,14,4,3,1.333333333,1,0,62,1.71,0.61,1.1,1.3,4.5,1,1
1679942700,Mar 27 2023 - 6:45pm,Azerbaijan,Sweden,0.88,1.25,-0.37,0,5,4,5,2,7,0.285714286,-5,0,54,0.7,1.64,-0.94,0,7.8,0,0
1679942700,Mar 27 2023 - 6:45pm,Estonia,Austria,0.11,2.38,-2.27,1,2,2,7,4,9,0.444444444,-5,0.25,38,0.88,2.1,-1.22,14,0,0,0
1679942700,Mar 27 2023 - 6:45pm,Bulgaria,Hungary,0.5,2.25,-1.75,0,3,5,5,3,10,0.3,-7,0,45,0.87,1.86,-0.99,5.05,3.32,0,0
1679942700,Mar 27 2023 - 6:45pm,Serbia,Montenegro,1.75,1.38,0.37,2,0,1,7,3,3,1,0,0.666666667,58,0.98,1.04,-0.06,1.82,3.5,1,0
1680019200,Mar 28 2023 - 4:00pm,Norway,Georgia,1.38,1.2,0.18,1,1,3,15,7,4,1.75,3,0.142857143,66,1.8,1.17,0.63,2.21,3.4,1,1
1680029100,Mar 28 2023 - 6:45pm,Spain,Scotland,2.63,2.13,0.5,0,2,6,9,4,4,1,0,0,75,1.4,1.01,0.39,0,3.85,0,1
1680029100,Mar 28 2023 - 6:45pm,Croatia,Turkey,2,2.13,-0.13,2,0,2,8,6,6,1,0,0.333333333,54,1.17,1.96,-0.79,2.22,3.35,1,1
1680029100,Mar 28 2023 - 6:45pm,Latvia,Wales,0.38,1.6,-1.22,0,1,3,7,4,6,0.666666667,-2,0,28,0.94,1.64,-0.7,21,7,0,0
1680029100,Mar 28 2023 - 6:45pm,Israel,Switzerland,1.36,1.7,-0.34,0,3,4,5,2,10,0.2,-8,0,31,0.67,1.97,-1.3,5.89,3.78,0,0
1680029100,Mar 28 2023 - 6:45pm,Belarus,Romania,1.2,2.2,-1,1,2,0,9,5,4,1.25,1,0.2,49,1.28,1.62,-0.34,6.49,3.57,0,0
1680029100,Mar 28 2023 - 6:45pm,Andorra,Kosovo,0.2,1.1,-0.9,1,1,0,4,3,6,0.5,-3,0.333333333,23,0.54,1.8,-1.26,10.06,4.62,1,0
1686931200,Jun 16 2023 - 4:00pm,Slovenia,Finland,2.2,1.64,0.56,0,2,3,10,3,4,0.75,-1,0,59,1.2,1.2,0,2.9,3.2,0,1
1686941100,Jun 16 2023 - 6:45pm,England,Malta,2.5,0,2.5,4,0,3,13,9,0,9,9,0.444444444,66,1.89,0.03,1.86,1.03,15,1,1
1686941100,Jun 16 2023 - 6:45pm,Ukraine,FYR Macedonia,2,1,1,3,2,4,7,4,6,0.666666667,-2,0.75,50,0.92,1.21,-0.29,2.12,3.42,1,1
1686941100,Jun 16 2023 - 6:45pm,Republic of Ireland,Greece,0.75,1.7,-0.95,1,2,5,7,4,7,0.571428571,-3,0.25,51,1,1.72,-0.72,3.12,3.27,0,0
1686941100,Jun 16 2023 - 6:45pm,France,Gibraltar,2.75,0,2.75,3,0,11,25,10,0,10,10,0.3,82,3.35,0.25,3.1,1.01,10.58,1,1
1686941100,Jun 16 2023 - 6:45pm,Armenia,Wales,1,1.6,-0.6,4,2,3,12,5,6,0.833333333,-1,0.8,43,1.35,1.85,-0.5,6.4,4.55,1,0
1686941100,Jun 16 2023 - 6:45pm,Turkey,Latvia,2.13,0.38,1.75,3,2,2,16,8,9,0.888888889,-1,0.375,70,2.04,1.8,0.24,1.33,4.8,1,1
1686941100,Jun 16 2023 - 6:45pm,Northern Ireland,Denmark,0.9,2.2,-1.3,0,1,2,6,6,6,1,0,0,32,1.03,1.88,-0.85,10.75,5.7,0,0
1686941100,Jun 16 2023 - 6:45pm,Kazakhstan,San Marino,1.64,0,1.64,3,0,8,16,8,3,2.666666667,5,0.375,67,1.95,0.84,1.11,1.14,7.8,1,1
1686941100,Jun 16 2023 - 6:45pm,Switzerland,Andorra,1.7,0.2,1.5,2,1,1,13,9,3,3,6,0.222222222,85,2,0.6,1.4,1.06,12.25,1,1
1686941100,Jun 16 2023 - 6:45pm,Israel,Belarus,1.36,1.2,0.16,2,1,14,22,9,2,4.5,7,0.222222222,67,2.64,0.92,1.72,1.6,4,1,1
1686941100,Jun 16 2023 - 6:45pm,Romania,Kosovo,2.2,1.1,1.1,0,0,8,11,4,5,0.8,-1,0,40,1.44,1.46,-0.02,2.68,3.3,1,1
1687006800,Jun 17 2023 - 1:00pm,Bulgaria,Lithuania,0.5,0.75,-0.25,1,1,20,18,10,2,5,8,0.1,68,2.43,0.55,1.88,2.25,3.28,1,1
1687006800,Jun 17 2023 - 1:00pm,Liechtenstein,Luxembourg,0,1.55,-1.55,0,2,1,7,2,11,0.181818182,-9,0,26,0.71,2.54,-1.83,24,9.3,0,0
1687017600,Jun 17 2023 - 4:00pm,Scotland,Norway,2.13,1.38,0.75,2,1,3,4,4,4,1,0,0.5,41,0.8,0.95,-0.15,3.52,3.45,1,1
1687017600,Jun 17 2023 - 4:00pm,Estonia,Azerbaijan,0.11,0.88,-0.77,1,1,6,13,7,4,1.75,3,0.142857143,38,1.68,1.27,0.41,3.77,3.42,1,0
1687017600,Jun 17 2023 - 4:00pm,Hungary,Montenegro,2.25,1.38,0.87,0,0,2,7,2,4,0.5,-2,0,72,0.94,1.42,-0.48,2.17,3.35,1,0
1687027500,Jun 17 2023 - 6:45pm,Georgia,Cyprus,1.2,0,1.2,2,1,2,14,6,6,1,0,0.333333333,55,1.8,1.28,0.52,2,3.2,1,1
1687027500,Jun 17 2023 - 6:45pm,Moldova,Albania,1.25,1.88,-0.63,0,2,0,6,2,6,0.333333333,-4,0,28,0.7,1.37,-0.67,9,4.33,0,0
1687027500,Jun 17 2023 - 6:45pm,Czech Republic,Faroe Islands,1.88,0.25,1.63,3,0,8,13,6,0,6,6,0.5,60,1.72,0.13,1.59,1.27,5.85,1,1
1687027500,Jun 17 2023 - 6:45pm,Austria,Belgium,2.38,2.5,-0.12,1,1,3,8,4,3,1.333333333,1,0.25,44,0.98,1.12,-0.14,5.9,4.35,1,1
1687027500,Jun 17 2023 - 6:45pm,Slovakia,Iceland,2.2,1.08,1.12,2,1,9,11,5,4,1.25,1,0.4,52,1.4,1.21,0.19,2.66,3.3,1,1
1687027500,Jun 17 2023 - 6:45pm,Bosnia-Herzegovina,Portugal,0.82,3,-2.18,0,3,1,7,4,6,0.666666667,-2,0,38,0.94,1.47,-0.53,13.75,6.75,0,0
1687190400,Jun 19 2023 - 4:00pm,Latvia,Armenia,0.38,1,-0.62,1,2,0,3,2,7,0.285714286,-5,0.5,33,0.65,1.92,-1.27,4,3.4,0,0
1687190400,Jun 19 2023 - 4:00pm,San Marino,Finland,0,1.64,-1.64,0,6,1,2,2,12,0.166666667,-10,0,21,0.39,2.98,-2.59,47.73,10.59,0,0
1687190400,Jun 19 2023 - 4:00pm,Malta,Ukraine,0,2,-2,0,1,4,4,3,9,0.333333333,-6,0,36,0.67,2.13,-1.46,36,14,0,0
1687200300,Jun 19 2023 - 6:45pm,FYR Macedonia,England,1,2.5,-1.5,0,7,0,0,0,11,0,-11,0,33,0.05,2.06,-2.01,16,7.1,0,0
1687200300,Jun 19 2023 - 6:45pm,Gibraltar,Republic of Ireland,0,0.75,-0.75,0,3,2,2,2,14,0.142857143,-12,0,21,0.34,3.6,-3.26,101,26,0,0
1687200300,Jun 19 2023 - 6:45pm,Greece,France,1.7,2.75,-1.05,0,1,3,4,3,6,0.5,-3,0,38,0.66,1.83,-1.17,11.5,6,0,0
1687200300,Jun 19 2023 - 6:45pm,Wales,Turkey,1.6,2.13,-0.53,0,2,2,4,2,6,0.333333333,-4,0,23,0.5,1.68,-1.18,3.6,3.1,0,0
1687200300,Jun 19 2023 - 6:45pm,Kazakhstan,Northern Ireland,1.64,0.9,0.74,1,0,4,8,3,2,1.5,1,0.333333333,41,0.88,1.3,-0.42,5.75,3.4,1,0
1687200300,Jun 19 2023 - 6:45pm,Denmark,Slovenia,2.2,2.2,0,1,1,10,10,3,3,1,0,0.333333333,63,1.3,0.93,0.37,1.93,3.5,1,1
1687200300,Jun 19 2023 - 6:45pm,Romania,Switzerland,2.2,1.7,0.5,2,2,1,5,4,7,0.571428571,-3,0.5,28,0.77,2.03,-1.26,7.4,4.25,1,1
1687200300,Jun 19 2023 - 6:45pm,Andorra,Israel,0.2,1.36,-1.16,1,2,1,6,4,7,0.571428571,-3,0.25,20,0.74,1.45,-0.71,16.86,7.25,0,0
1687200300,Jun 19 2023 - 6:45pm,Kosovo,Belarus,1.1,1.2,-0.1,1,2,7,13,7,5,1.4,2,0.142857143,59,1.79,1.21,0.58,1.7,3.6,0,1
1687286700,Jun 20 2023 - 6:45pm,Georgia,Scotland,1.2,2.13,-0.93,0,2,0,9,0,4,0,-4,0,49,0.84,1.45,-0.61,7.5,3.7,0,0
1687286700,Jun 20 2023 - 6:45pm,Cyprus,Norway,0,1.38,-1.38,1,3,4,8,4,8,0.5,-4,0.25,34,0.89,2.03,-1.14,19.5,7.3,0,0
1687286700,Jun 20 2023 - 6:45pm,Poland,Moldova,1.5,1.25,0.25,2,3,9,15,6,5,1.2,1,0.333333333,73,1.93,1.05,0.88,1.2,6.5,0,1
1687286700,Jun 20 2023 - 6:45pm,Albania,Faroe Islands,1.88,0.25,1.63,3,1,6,18,7,3,2.333333333,4,0.428571429,49,1.91,0.96,0.95,1.72,3.7,1,1
1687286700,Jun 20 2023 - 6:45pm,Sweden,Austria,1.25,2.38,-1.13,0,2,4,4,4,15,0.266666667,-11,0,37,0.85,2.77,-1.92,3.55,3.2,0,0
1687286700,Jun 20 2023 - 6:45pm,Belgium,Estonia,2.5,0.11,2.39,3,0,5,11,6,2,3,4,0.5,67,1.48,0.89,0.59,1.18,6.8,1,1
1687286700,Jun 20 2023 - 6:45pm,Lithuania,Hungary,0.75,2.25,-1.5,0,2,4,6,3,12,0.25,-9,0,28,0.72,2.84,-2.12,17,7,0,0
1687286700,Jun 20 2023 - 6:45pm,Serbia,Bulgaria,1.75,0.5,1.25,1,1,7,9,3,3,1,0,0.333333333,69,1.43,0.91,0.52,1.52,4.15,1,0
1687286700,Jun 20 2023 - 6:45pm,Portugal,Iceland,3,1.08,1.92,1,0,11,8,4,2,2,2,0.25,71,1.31,0.78,0.53,1.41,4.65,1,1
1687286700,Jun 20 2023 - 6:45pm,Luxembourg,Bosnia-Herzegovina,1.55,0.82,0.73,2,0,1,5,4,4,1,0,0.5,33,0.83,1.16,-0.33,4.95,3.95,1,0
1687286700,Jun 20 2023 - 6:45pm,Slovakia,Liechtenstein,2.2,0,2.2,1,0,14,14,5,5,1,0,0.2,76,1.69,0.95,0.74,1.05,15,1,1
1694095200,Sep 07 2023 - 2:00pm,Finland,Kazakhstan,1.64,1.64,0,1,0,9,7,5,4,1.25,1,0.2,58,1.3,0.78,0.52,2.15,3.25,1,1
1694102400,Sep 07 2023 - 4:00pm,Montenegro,Lithuania,1.38,0.75,0.63,2,2,7,12,7,5,1.4,2,0.285714286,49,1.53,1.42,0.11,1.7,3.25,1,1
1694112300,Sep 07 2023 - 6:45pm,Republic of Ireland,France,0.75,2.75,-2,0,2,2,5,3,6,0.5,-3,0,32,0.75,2.11,-1.36,10.75,5.7,0,0
1694112300,Sep 07 2023 - 6:45pm,Greece,Netherlands,1.7,2.25,-0.55,0,3,3,6,2,7,0.285714286,-5,0,47,0.87,1.54,-0.67,6.5,4.5,0,0
1694112300,Sep 07 2023 - 6:45pm,Faroe Islands,Poland,0.25,1.5,-1.25,0,2,0,2,2,8,0.25,-6,0,28,0.39,1.97,-1.58,25,8.3,0,0
1694112300,Sep 07 2023 - 6:45pm,Albania,Czech Republic,1.88,1.88,0,1,1,1,2,2,5,0.4,-3,0.5,43,0.43,1.44,-1.01,6.3,3.95,1,0
1694112300,Sep 07 2023 - 6:45pm,Hungary,Serbia,2.25,1.75,0.5,2,1,3,7,4,4,1,0,0.5,46,0.94,1.61,-0.67,4.33,3.3,1,1
1694112300,Sep 07 2023 - 6:45pm,San Marino,Denmark,0,2.2,-2.2,0,4,0,2,0,7,0,-7,0,15,0.17,2.89,-2.72,110,78,0,0
1694112300,Sep 07 2023 - 6:45pm,Northern Ireland,Slovenia,0.9,2.2,-1.3,2,4,4,13,8,6,1.333333333,2,0.25,52,1.71,1.2,0.51,4.5,3.3,0,1
1694188800,Sep 08 2023 - 4:00pm,Spain,Georgia,2.63,1.2,1.43,7,1,6,23,13,3,4.333333333,10,0.538461538,72,2.87,0.75,2.12,1.3,5,1,1
1694198700,Sep 08 2023 - 6:45pm,Scotland,Cyprus,2.13,0,2.13,3,0,2,11,5,4,1.25,1,0.6,57,1.28,0.8,0.48,1.27,5.3,1,1
1694198700,Sep 08 2023 - 6:45pm,Latvia,Croatia,0.38,2,-1.62,0,5,0,7,4,15,0.266666667,-11,0,25,0.9,3.22,-2.32,26,10,0,0
1694198700,Sep 08 2023 - 6:45pm,Armenia,Turkey,1,2.13,-1.13,1,1,4,10,6,9,0.666666667,-3,0.166666667,34,1.29,2.23,-0.94,11.5,5.75,1,0
1694198700,Sep 08 2023 - 6:45pm,Portugal,Slovakia,3,2.2,0.8,1,0,4,12,8,3,2.666666667,5,0.125,56,1.65,0.9,0.75,1.44,4.33,1,1
1694198700,Sep 08 2023 - 6:45pm,Liechtenstein,Bosnia-Herzegovina,0,0.82,-0.82,1,2,3,5,4,5,0.8,-1,0.25,24,0.76,1.3,-0.54,56,17,0,0
1694198700,Sep 08 2023 - 6:45pm,Iceland,Luxembourg,1.08,1.55,-0.47,1,3,6,8,5,8,0.625,-3,0.2,56,1.2,1.63,-0.43,2.68,3.15,0,0
1694264400,Sep 09 2023 - 1:00pm,Belgium,Azerbaijan,2.5,0.88,1.62,1,0,13,15,7,5,1.4,2,0.142857143,54,1.82,1.13,0.69,1.2,6.5,1,1
1694275200,Sep 09 2023 - 4:00pm,England,Ukraine,2.5,2,0.5,1,1,2,10,5,2,2.5,3,0.2,68,1.47,0.43,1.04,1.45,4.47,1,1
1694275200,Sep 09 2023 - 4:00pm,Belarus,Andorra,1.2,0.2,1,0,0,9,12,4,2,2,2,0,73,1.46,0.57,0.89,1.87,3.23,1,0
1694275200,Sep 09 2023 - 4:00pm,Sweden,Estonia,1.25,0.11,1.14,5,0,9,18,11,0,11,11,0.454545455,67,2.3,0.47,1.83,1.38,4.97,1,1
1694285100,Sep 09 2023 - 6:45pm,Italy,FYR Macedonia,1.75,1,0.75,1,1,3,7,4,4,1,0,0.25,73,1.19,0.9,0.29,1.29,5.1,1,1
1694285100,Sep 09 2023 - 6:45pm,Israel,Romania,1.36,2.2,-0.84,1,1,4,12,6,4,1.5,2,0.166666667,62,1.5,1.13,0.37,3.88,3.42,1,1
1694285100,Sep 09 2023 - 6:45pm,Switzerland,Kosovo,1.7,1.1,0.6,2,2,5,13,6,6,1,0,0.333333333,66,1.64,1.5,0.14,1.65,3.83,1,1
1694350800,Sep 10 2023 - 1:00pm,Northern Ireland,Kazakhstan,0.9,1.64,-0.74,0,1,2,11,5,5,1,0,0,58,1.47,1.18,0.29,2.75,3.1,0,0
1694361600,Sep 10 2023 - 4:00pm,Moldova,Faroe Islands,1.25,0.25,1,1,0,4,10,4,0,4,4,0.25,32,1.13,0.9,0.23,2.55,3.1,1,0
1694361600,Sep 10 2023 - 4:00pm,Bulgaria,Montenegro,0.5,1.38,-0.88,1,2,4,16,8,6,1.333333333,2,0.125,52,1.85,1.33,0.52,3.8,3.3,0,1
1694361600,Sep 10 2023 - 4:00pm,Denmark,Finland,2.2,1.64,0.56,1,0,6,12,7,0,7,7,0.142857143,69,1.83,0.38,1.45,1.71,3.7,1,1
1694371500,Sep 10 2023 - 6:45pm,Netherlands,Republic of Ireland,2.25,0.75,1.5,2,1,5,8,6,2,3,4,0.333333333,48,1.27,0.8,0.47,1.5,3,1,1
1694371500,Sep 10 2023 - 6:45pm,Gibraltar,Greece,0,1.7,-1.7,0,5,0,0,0,13,0,-13,0,22,0.04,2.79,-2.75,81,21,0,0
1694371500,Sep 10 2023 - 6:45pm,Poland,Albania,1.5,1.88,-0.38,0,2,6,8,3,4,0.75,-1,0,58,1.16,0.94,0.22,2.2,3.3,0,0
